suite,case_id,arm_id,metric,median,raw_mad,count,quality_qualified
D,hs_n18,upmem_d2_t24_static_dag_waves_v1_1_f32,d2h_bytes,4243616,0,5,True
D,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,job_to_state_s,1.3644265140173957,0.009074595989659429,5,True
D,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,prepared_call_s,1.0710321300430223,0.004621382046025246,5,True
D,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,session_inclusive_s,1.0064779710373841,0.005057576112449169,5,True
D,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,steady_s,0.5259969549952075,0.0031578909838572145,5,True
D,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,kernel_s,0.08449304199999999,0.00010896399999998918,5,True
D,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,session_open_s,0.4788889699848369,0.002227956021670252,5,True
D,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,session_close_s,0.004213362000882626,0.00015749596059322357,5,True
D,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,h2d_s,0.06599944999999999,0.0003130499999999814,5,True
D,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,d2h_s,0.10984622500000002,0.0020706739999999807,5,True
D,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,h2d_bytes,71088,0,5,True
D,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,d2h_bytes,4243904,0,5,True
D,hs_n18,upmem_d4_t24_static_dag_waves_v1_1_f32,job_to_state_s,1.347924975969363,0.005128323973622173,5,True
D,hs_n18,upmem_d4_t24_static_dag_waves_v1_1_f32,prepared_call_s,1.054233811039012,0.0028214770136401057,5,True
D,hs_n18,upmem_d4_t24_static_dag_waves_v1_1_f32,session_inclusive_s,0.9897287070634775,0.003231228096410632,5,True
D,hs_n18,upmem_d4_t24_static_dag_waves_v1_1_f32,steady_s,0.49995752004906535,0.0021640840568579733,5,True
D,hs_n18,upmem_d4_t24_static_dag_waves_v1_1_f32,kernel_s,0.06889551499999999,0.00015153600000000766,5,True
D,hs_n18,upmem_d4_t24_static_dag_waves_v1_1_f32,session_open_s,0.48486609797691926,0.0013534940662793815,5,True
D,hs_n18,upmem_d4_t24_static_dag_waves_v1_1_f32,session_close_s,0.0038379449979402125,0.00010625901632010937,5,True
