configuration_id,arm,fixture_id
92febbd4632ceab2bec407fe745fbb2ebdbfc1ffa366f1d7e181646233878a2d,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":9,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
92febbd4632ceab2bec407fe745fbb2ebdbfc1ffa366f1d7e181646233878a2d,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":9,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
9325ee6b03e0b53c415f282743785873b0ac01f1e38f8668bdf832fa84e3b409,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":8,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
9325ee6b03e0b53c415f282743785873b0ac01f1e38f8668bdf832fa84e3b409,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":8,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
9a6d965782f0731bef50d9ee08d96e87c4a18f101ffdd4cc95238780f6c8e2ca,"{""backend"":""upmem"",""dpus"":64,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""complex_int8_shared_scale_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":8,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
9a6d965782f0731bef50d9ee08d96e87c4a18f101ffdd4cc95238780f6c8e2ca,"{""backend"":""upmem"",""dpus"":64,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""complex_int8_shared_scale_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":8,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
9ad7d5be40d378786e819ea767295ef2ca7b0340441bb7ac21ad6d0d43d6ae2b,"{""backend"":""upmem"",""dpus"":4,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""complex_int8_shared_scale_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":8,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
9ad7d5be40d378786e819ea767295ef2ca7b0340441bb7ac21ad6d0d43d6ae2b,"{""backend"":""upmem"",""dpus"":4,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""complex_int8_shared_scale_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":8,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
b25102eb1206025c37693d4568170e6fe4c3ea6ce479debe1c96bd1799124c16,"{""backend"":""upmem"",""dpus"":64,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":24,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
b25102eb1206025c37693d4568170e6fe4c3ea6ce479debe1c96bd1799124c16,"{""backend"":""upmem"",""dpus"":64,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":24,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
b40d2a979f64a3b3ab05f38150d4b2839689d7d7260c4c652b0ef0a7dad60c6a,"{""backend"":""upmem"",""dpus"":4,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""complex_int8_shared_scale_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":24,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
b40d2a979f64a3b3ab05f38150d4b2839689d7d7260c4c652b0ef0a7dad60c6a,"{""backend"":""upmem"",""dpus"":4,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""complex_int8_shared_scale_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":24,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
b5e001c1aa3d6bc5dc7410a11fca084be9046c909abf35e1e24a5f88b7cdd404,"{""backend"":""upmem"",""dpus"":16,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":24,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
b5e001c1aa3d6bc5dc7410a11fca084be9046c909abf35e1e24a5f88b7cdd404,"{""backend"":""upmem"",""dpus"":16,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":24,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
be81183e6d130ece72190f9176126a70d37731ee25893f68d1c49a2e8e15b57a,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":18,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
be81183e6d130ece72190f9176126a70d37731ee25893f68d1c49a2e8e15b57a,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":18,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
bf6e5ef3b7f507ca3e7438d1f1e71d3a6e0136a1b4c1d6159d611d5c3d255313,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":14,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
bf6e5ef3b7f507ca3e7438d1f1e71d3a6e0136a1b4c1d6159d611d5c3d255313,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":14,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
c8d83617187702ca6bdf030b2c3ee00db58f0d28a8d536059f9c54097e067190,"{""backend"":""upmem"",""dpus"":2,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":8,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
c8d83617187702ca6bdf030b2c3ee00db58f0d28a8d536059f9c54097e067190,"{""backend"":""upmem"",""dpus"":2,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":8,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
db693aa2ee993965334a0d8bcf3cf527acd8986bf65459f4cdeabab303dd52cd,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":7,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
db693aa2ee993965334a0d8bcf3cf527acd8986bf65459f4cdeabab303dd52cd,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":7,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
dbca946b82bc3f1285d8db3fafce59aec3b04e03185305d4cf823b0dcf401702,"{""backend"":""upmem"",""dpus"":8,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""complex_int8_shared_scale_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":24,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
